UMAP1,UMAP2,Year
11.774519,5.8276176,2022
13.648231,-2.3560176,2022
13.277887,-3.2457006,2022
22.374897,2.9571648,2022
13.260002,-3.3960629,2022
4.845668,-1.4692619,2022
13.023264,-3.190152,2022
10.37457,15.998116,2022
13.786159,-0.39743844,2022
13.352233,-3.1525228,2022
11.041286,6.8685617,2022
14.808659,6.3952327,2022
18.045715,1.7848378,2022
24.603804,-8.921917,2022
24.15987,-7.587015,2022
13.044582,6.0874376,2022
-3.9761596,3.758052,2022
16.613136,5.8760686,2022
24.43744,-8.559777,2022
17.95676,2.1957364,2022
24.679996,-8.699888,2022
24.425016,-9.166287,2022
24.217896,-7.589973,2022
18.944555,1.23905,2022
24.74116,-8.900419,2022
24.11766,-8.805515,2022
20.116959,-4.2610207,2022
24.455536,-9.038163,2022
-1.3763207,31.644966,2022
18.738493,1.1334668,2022
24.816448,-8.67562,2022
4.613358,-0.9776252,2022
15.965163,5.7618847,2022
17.859398,2.7577653,2022
20.017971,-4.355891,2022
-4.2893734,3.7929544,2022
17.752651,2.5690346,2022
16.646387,6.117074,2022
11.601851,5.914978,2022
5.0686626,-1.3793104,2022
13.723104,-2.477376,2022
5.0801773,-1.266912,2022
13.637012,-0.46009034,2022
13.94127,-2.4897652,2022
4.986621,-1.5383517,2022
22.071447,3.1226645,2022
13.245097,-3.2792494,2022
22.181175,3.1643226,2022
13.529965,-2.733766,2022
10.191995,15.832958,2022
12.172886,4.3083205,2022
19.52319,2.5035527,2022
5.156768,-2.0774019,2022
24.624283,-8.7835865,2022
22.431776,3.0938146,2022
13.577876,-3.0765939,2022
13.866774,-2.7328908,2022
9.8261795,7.967446,2023
10.767249,6.317625,2023
12.023506,0.6774422,2023
9.983512,7.7391295,2023
13.034509,-0.26480195,2023
16.725403,5.6238637,2023
15.777519,5.9480586,2023
13.287522,5.8886847,2023
18.294191,1.6010269,2023
20.197895,-4.2353177,2023
17.915281,2.1299164,2023
19.24288,2.4008403,2023
24.382742,-9.109317,2023
14.612898,6.2677712,2023
24.641262,-9.051533,2023
-3.692531,4.281817,2023
24.551718,-9.203726,2023
-3.9892232,4.207859,2023
21.443682,2.5367362,2023
19.073023,0.37936372,2023
10.210607,-2.7636857,2023
15.850294,1.876853,2023
11.916026,4.0765862,2023
2.8107262,1.5041358,2023
11.269825,6.757151,2023
2.6992157,1.5557152,2023
10.376348,4.280274,2023
20.360363,0.8551375,2023
12.02049,0.45645806,2023
21.110575,2.6415143,2023
9.432929,-2.7088344,2023
10.358085,-2.9207792,2023
9.520572,-2.4911852,2023
2.5952172,2.0208476,2023
2.1359582,2.506242,2023
-13.679796,14.476046,2023
-13.6921425,14.488392,2023
-13.727654,14.523891,2023
12.321394,4.0514617,2023
9.958773,6.101493,2023
11.820303,4.148728,2023
2.2298517,1.0416851,2023
22.07549,2.3117592,2023
20.607885,2.5797722,2023
2.239258,0.9797137,2023
11.888783,-2.6526017,2023
0.6927565,12.462105,2023
15.504034,1.6014061,2023
0.59518015,12.559686,2023
-4.4282956,2.9278893,2023
2.5128012,2.4423838,2023
2.6519835,2.3701897,2023
2.5840535,2.6295464,2023
9.627605,-2.7275174,2023
0.37506658,12.779865,2023
2.103165,2.638174,2023
9.356033,-2.6390862,2023
9.915507,-3.0108426,2023
2.5618117,2.21358,2023
11.534817,6.868037,2023
10.785117,-2.4573135,2023
2.9702702,2.1080363,2023
2.9828336,2.1340303,2023
21.164785,2.7964988,2023
3.1746824,2.6626272,2023
2.8988495,2.4873917,2023
20.986477,2.7386024,2023
9.607775,4.2019286,2023
3.3768218,1.9072516,2023
14.571514,5.089905,2023
3.3513746,1.8241856,2023
3.2171333,1.9185833,2023
3.1718662,1.7706871,2023
15.12921,1.1513845,2023
14.485416,5.0963693,2024
7.2884355,5.714246,2024
7.366333,5.6658664,2024
14.023274,-0.8565218,2024
1.827889,-0.1372043,2024
-4.039953,4.103228,2024
16.303383,5.802528,2024
20.070253,-4.268272,2024
-3.9797711,3.9975698,2024
23.299143,-8.846424,2024
13.078043,5.985483,2024
-1.1312388,31.251026,2024
17.862848,2.1663055,2024
14.497648,6.3017898,2024
23.33746,-8.773465,2024
-1.2736568,31.2819,2024
15.942568,6.0928464,2024
-1.3217503,31.334324,2024
7.7650623,5.9413414,2024
12.459628,-1.9519268,2024
10.562248,15.728792,2024
23.470858,-9.045276,2024
7.663523,5.9096007,2024
12.966016,-0.2299044,2024
13.18272,-0.10850613,2024
11.768914,0.57602537,2024
15.1945095,1.3281012,2024
7.6768637,6.021846,2024
9.686227,-2.140235,2024
6.969704,5.6995907,2024
20.88562,2.0683386,2024
7.351784,5.7508173,2024
-0.33922344,-2.5650613,2024
21.614056,2.1331015,2024
6.9895434,6.201382,2024
7.178109,5.908574,2024
16.054049,1.7091115,2024
11.233389,6.9136066,2024
7.5763817,6.1759195,2024
20.803192,2.1253397,2024
21.986986,2.1158006,2024
10.02145,-2.2352815,2024
7.048542,5.876977,2024
15.482623,1.4929974,2024
7.047648,5.609267,2024
1.1498951,12.004233,2024
-4.2297564,3.137761,2024
12.673501,4.018895,2024
7.076154,5.521169,2024
7.2310762,5.7510724,2024
9.879045,-2.261536,2024
10.538397,15.666986,2024
11.685763,3.4362535,2024
