UMAP1,UMAP2,Year
-5.5131097,13.328653,2021
-4.4115868,14.051918,2021
-4.5089808,14.104632,2021
-2.1155696,8.09206,2021
-4.340183,14.022846,2021
1.097713,12.055082,2021
9.86342,5.568576,2021
-2.0971143,8.103896,2021
9.869242,5.5744414,2021
-0.0090442,13.959939,2021
-1.6793401,10.30057,2021
-1.607738,10.263876,2021
3.1825461,7.914185,2021
-0.028293494,13.950136,2021
-5.756446,14.107741,2021
-5.28946,13.200802,2021
-0.020160714,13.934921,2021
3.22105,7.8781934,2021
11.63028,5.8491025,2021
0.84299296,5.188345,2021
-5.6778064,13.966698,2021
9.187337,5.713919,2021
11.609517,6.007668,2021
-4.4130864,14.057676,2021
11.561901,5.9825053,2021
-0.08740507,13.981759,2021
11.157583,5.97237,2021
11.312609,6.3166027,2021
0.32164606,14.297843,2021
-4.9198313,12.710763,2021
11.458747,5.8761706,2021
-1.8470749,10.650894,2021
-1.1742202,9.020129,2021
-1.946631,8.595447,2021
11.424199,5.827362,2021
-0.009805853,11.971435,2021
-0.9205801,8.782428,2021
-0.40723905,9.044435,2021
-1.8883666,10.714917,2021
11.276752,6.2955503,2021
-1.9379202,8.675702,2021
-5.426983,14.068531,2021
0.7807003,5.2784657,2021
-10.199213,10.328282,2021
11.066661,6.0316925,2021
3.84969,12.675459,2021
-10.212506,10.3035345,2021
3.88769,12.670147,2021
-5.752515,14.005996,2021
-1.6216272,9.799834,2021
11.032469,6.0540466,2021
-1.5865068,10.307157,2021
0.31817126,14.172582,2021
-3.6476562,9.728797,2021
11.351711,5.8743653,2021
-2.9255219,9.720379,2021
-2.0374975,8.548937,2021
-1.5305336,9.707699,2021
-6.92787,8.101437,2021
-6.9264007,8.100427,2021
-4.1173544,9.798345,2021
-4.113023,9.761546,2021
-10.273751,10.558067,2021
-5.0860033,13.77107,2021
-2.2940192,9.741836,2021
-1.6470675,10.231377,2021
-1.664992,10.370562,2021
-7.4938087,8.733987,2021
-6.247335,8.6148405,2021
-5.116479,13.2254925,2021
6.333345,13.758287,2021
6.309281,13.734734,2021
6.2815495,13.710311,2021
11.3790045,5.795793,2021
3.2877226,12.527757,2021
-1.8598952,12.358425,2021
11.467377,5.8879485,2021
-5.390047,14.033324,2021
-5.700662,13.838406,2021
0.26026413,11.716562,2021
-4.9589763,12.594361,2021
-5.419495,13.25948,2021
11.035694,6.0054903,2021
11.66753,5.8300357,2021
-1.6085892,12.307305,2021
-1.0518154,8.825784,2021
11.528902,6.08128,2021
-0.9785461,8.737518,2021
-5.653717,13.970442,2021
-2.449364,12.120108,2021
-5.424107,14.0291195,2021
11.401112,5.914571,2021
11.050333,5.9791656,2021
-1.6854625,10.294763,2021
0.02768057,14.0107975,2021
11.343815,5.7975397,2021
11.288394,5.8382063,2021
0.9180534,5.141095,2021
-0.3590151,9.0807905,2021
0.8472055,5.2123694,2021
-2.9803784,10.135369,2021
1.1425499,12.014603,2022
0.5296732,11.79704,2022
-2.0190659,8.080549,2022
1.1230507,12.047504,2022
8.263112,5.8218255,2022
8.819287,5.8170357,2022
1.1283014,12.047884,2022
1.1278152,12.095428,2022
-2.06984,8.091041,2022
-0.49293366,12.593396,2022
0.8800902,5.2749996,2022
3.2538764,12.500072,2022
-5.015354,12.645457,2022
-5.537815,14.471547,2022
-5.0673447,12.560784,2022
-0.3707907,13.370802,2022
-0.3562449,13.37364,2022
-2.882919,12.517446,2022
-0.40455413,13.439461,2022
-5.5624313,14.559686,2022
-1.0869261,12.716617,2022
8.260785,5.823202,2022
8.280526,5.887168,2022
-0.7426479,12.774503,2022
-5.016998,12.639077,2022
-4.372964,14.02751,2022
8.262221,5.8603525,2022
-5.7017217,14.588414,2022
-1.2295986,10.585787,2022
8.329811,5.9113193,2022
8.056543,5.9086595,2022
-2.9864492,10.103304,2022
8.38514,5.736351,2022
-0.46704122,12.555947,2022
8.36531,5.901789,2022
-1.217484,8.977604,2022
-2.5149693,12.163653,2022
8.289138,5.9187446,2022
-0.5631464,12.573394,2022
-3.070467,12.666539,2022
-1.0337222,8.849859,2022
-0.97207564,8.734798,2022
-0.7465168,12.651253,2022
-0.68257415,12.638602,2022
8.233632,5.728331,2022
-5.5625367,14.611969,2022
-1.4730549,9.5142145,2022
-0.49054787,12.516871,2022
-0.7310993,12.536164,2022
-5.5279512,14.55082,2022
-0.6497413,12.576261,2022
8.344055,5.723211,2022
-0.7910096,12.744889,2022
0.8293731,5.2410545,2022
0.19041954,11.786122,2022
-0.63880277,12.676168,2022
-1.0356725,8.740698,2022
-2.864499,9.698809,2022
-4.5622005,13.021292,2022
-6.6808467,7.789898,2022
-7.62698,8.864044,2022
-2.0820322,9.622125,2022
3.8482475,12.630746,2022
-4.0210757,9.752637,2022
-6.7408137,7.8473783,2022
-4.4656262,13.419498,2022
-6.7112308,7.8095646,2022
-6.611415,7.717053,2022
-7.6489687,8.887362,2022
-5.091662,13.020575,2022
-6.6770535,7.7760477,2022
-6.72743,7.8231955,2022
-6.253379,8.6569395,2022
-6.725454,7.823847,2022
-10.092109,10.4395485,2022
-4.9856377,12.993832,2022
-6.6947975,7.79048,2022
8.490031,5.6567216,2022
-3.644307,9.7206545,2022
-4.503473,13.886509,2022
-6.2242017,8.633302,2022
3.868721,12.621063,2022
-4.3584833,13.869981,2022
-4.0768743,9.785492,2022
-1.4056351,9.462012,2022
8.293418,5.8508744,2022
-0.52021134,12.547637,2022
8.141935,5.9233804,2022
0.14675044,11.8440075,2022
-0.5964154,12.656928,2022
8.212722,5.733426,2022
-5.5913777,14.601589,2022
-0.56923646,12.554462,2022
-5.6570325,14.690096,2022
-0.70899105,12.789089,2022
0.827059,5.237312,2022
-1.5247345,10.169347,2022
-5.0105205,13.870791,2022
8.252859,5.830005,2022
-6.707055,7.798605,2022
-5.5792603,14.618664,2022
-0.49690288,12.570845,2022
-0.6945126,12.7771435,2022
-2.108908,8.141824,2023
-1.4624108,8.764576,2023
1.1347916,12.051385,2023
-2.0837488,8.083794,2023
0.5101382,11.839222,2023
-4.153976,9.815103,2023
-3.659436,9.793042,2023
-2.2235906,9.676716,2023
-4.5774503,13.051665,2023
-6.2332697,8.634642,2023
-4.455258,13.368669,2023
-4.9811187,13.776516,2023
-6.7828355,7.902351,2023
-2.959344,9.707889,2023
-6.8448443,7.956002,2023
3.8448865,12.643677,2023
-6.8294225,7.9615216,2023
3.8583508,12.693161,2023
-5.498731,14.172465,2023
-4.9427676,12.652525,2023
0.20935924,13.909363,2023
-3.1540604,12.719845,2023
-1.349133,10.680026,2023
9.2094555,4.8999925,2023
-1.0185139,8.792316,2023
9.264275,4.969057,2023
-2.2934666,8.807632,2023
-5.5291333,13.297471,2023
1.1390938,12.061551,2023
-5.299635,13.965113,2023
0.26039505,14.194848,2023
0.12567572,14.118273,2023
0.37165228,14.255128,2023
9.415529,4.974169,2023
9.412966,4.6254654,2023
3.1752727,7.919654,2023
3.1381884,7.955777,2023
3.1780107,7.9173393,2023
-1.6119854,10.270184,2023
-0.4420472,9.0701685,2023
-1.193873,10.656001,2023
9.627776,5.4109387,2023
-5.800016,14.152105,2023
-5.2060246,14.197439,2023
9.65054,5.432895,2023
-0.3469212,13.411566,2023
6.336994,13.76107,2023
-2.963147,12.599529,2023
6.320283,13.746182,2023
3.2305794,12.480101,2023
9.430764,4.7416644,2023
9.401589,4.7423096,2023
9.42232,4.70859,2023
0.22730075,14.10087,2023
6.3776374,13.803802,2023
9.440009,4.624948,2023
0.37010258,14.172645,2023
0.38974854,13.99185,2023
9.369675,4.8144197,2023
-1.0709057,8.835608,2023
0.17608552,14.013439,2023
9.362925,4.9780183,2023
9.367133,4.9722614,2023
-5.374528,14.1732025,2023
9.394489,4.604952,2023
9.366492,4.653562,2023
-5.3108845,14.1836405,2023
-1.8663057,8.547702,2023
9.203844,5.089089,2023
-3.0444157,10.08107,2023
9.381132,5.0865574,2023
9.326708,5.128578,2023
9.3123455,5.0664153,2023
-2.6087732,12.091692,2023
-3.0226374,10.117149,2024
9.518276,8.216803,2024
9.691635,8.113865,2024
0.19038296,11.80289,2024
9.999022,6.496759,2024
3.7844892,12.585618,2024
-3.807519,9.681239,2024
-6.220453,8.56922,2024
3.8711715,12.651945,2024
-6.9357114,8.12274,2024
-2.2566,9.6491,2024
-10.0008335,10.441276,2024
-4.456016,13.369962,2024
-2.8778923,9.760731,2024
-6.964719,8.154953,2024
-10.133702,10.330129,2024
-3.654787,9.760344,2024
-10.049623,10.439537,2024
9.58422,8.251432,2024
-0.69963074,13.065593,2024
0.87590075,5.262736,2024
-6.9679704,8.189503,2024
9.607072,8.2429905,2024
0.5482913,11.814972,2024
0.52000445,11.881219,2024
1.0774063,12.021897,2024
-2.5225537,12.169532,2024
9.524154,8.2013445,2024
0.18493478,14.056456,2024
9.687547,8.177824,2024
-5.3837647,13.9174385,2024
9.589264,8.255454,2024
9.877672,7.4210525,2024
-5.8144417,13.911819,2024
9.541246,8.257686,2024
9.52434,8.305805,2024
-3.0812807,12.65198,2024
-0.9041219,8.734573,2024
9.655584,8.304361,2024
-5.4375405,13.959797,2024
-5.835461,14.228191,2024
0.103475064,14.017766,2024
9.629754,8.20469,2024
-2.8714862,12.513035,2024
9.6990185,8.1308,2024
6.405718,13.830097,2024
3.205585,12.449864,2024
-1.6552655,10.263655,2024
9.600699,8.238706,2024
9.650741,8.15491,2024
0.13550696,14.046644,2024
0.9156637,5.150862,2024
-1.8737885,10.57108,2024
